genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7
G001804885	6	4.0	0.3109780251979828	0.022210504859685898	0.15422920882701874	0.1256086379289627	0.019631389528512955	0.3109780251979828	0.06827373802661896	0.20878717303276062	0.09028133749961853
G001642955	1	1.0	0.580109715461731	0.005653958767652512	0.580109715461731	0.08584099262952805	0.004833560436964035	0.041649214923381805	0.06353933364152908	0.19410072267055511	0.024272587150335312
G000195185	1	1.0	0.5927022099494934	0.004824690520763397	0.5927022099494934	0.04774843156337738	0.0023144790902733803	0.029806774109601974	0.0721500813961029	0.2318342924118042	0.018619049340486526
G900110995	4	4.0	0.835229218006134	0.006701515056192875	0.010603271424770355	0.062173787504434586	0.052826087921857834	0.835229218006134	0.009150346741080284	0.010471588000655174	0.012844270095229149
G001871325	5	5.0	0.45203861594200134	0.05299263820052147	0.07013162225484848	0.053946271538734436	0.03577582165598869	0.10287300497293472	0.45203861594200134	0.04297227784991264	0.1892697513103485
G001705515	3	4.0	0.5242990851402283	0.0027140735182911158	0.034709349274635315	0.14501504600048065	0.24484993517398834	0.5242990851402283	0.009765583090484142	0.013365885242819786	0.025281017646193504
G000385295	6	2.0	0.3149242103099823	0.03922851383686066	0.0950620248913765	0.3149242103099823	0.01963788829743862	0.16884838044643402	0.06980331242084503	0.2549196183681488	0.03757614269852638
G001917935	6	6.0	0.47127705812454224	0.017262334004044533	0.2568311095237732	0.029679210856556892	0.004035360645502806	0.028413105756044388	0.06251168251037598	0.47127705812454224	0.1299901306629181
G000146065	7	4.0	0.2700801491737366	0.044122908264398575	0.08659940212965012	0.14045850932598114	0.10150013118982315	0.2700801491737366	0.10802976787090302	0.05668514594435692	0.19252397119998932
G000020645	4	4.0	0.49968254566192627	0.03945733234286308	0.06269402801990509	0.15216438472270966	0.016628403216600418	0.49968254566192627	0.04943482577800751	0.1182432696223259	0.06169521436095238
G000295935	2	2.0	0.7275358438491821	0.040698178112506866	0.0253018569201231	0.7275358438491821	0.026075072586536407	0.07947234064340591	0.03296289220452309	0.042343683540821075	0.025610148906707764
G000275825	4	2.0	0.5948993563652039	0.116057850420475	0.08504069596529007	0.5948993563652039	0.04835997521877289	0.066538006067276	0.004966388922184706	0.05796830356121063	0.026169434189796448
G001780795	7	6.0	0.38778162002563477	0.017324021086096764	0.2426552027463913	0.0089225759729743	0.000731704174540937	0.03876648098230362	0.15496936440467834	0.38778162002563477	0.14884907007217407
G000006985	4	6.0	0.39397189021110535	0.0106024369597435	0.1518089771270752	0.09385504573583603	0.005847616121172905	0.17498460412025452	0.055138278752565384	0.39397189021110535	0.1137910857796669
G001516025	5	5.0	0.45944109559059143	0.049253687262535095	0.0818796306848526	0.043609507381916046	0.052533820271492004	0.07531045377254486	0.45944109559059143	0.02783278003334999	0.21013903617858887
G900113045	2	2.0	0.6057187914848328	0.11017477512359619	0.04681455343961716	0.6057187914848328	0.05914142727851868	0.08168645203113556	0.016388889402151108	0.04056146740913391	0.03951362892985344
G001625515	0	0.0	0.9609856605529785	0.9609856605529785	0.005436599254608154	0.0076435636729002	0.0020948126912117004	0.00433580344542861	0.0024708362761884928	0.007846245542168617	0.00918660219758749
G001796175	0	0.0	0.8050296306610107	0.8050296306610107	0.036539968103170395	0.009229556657373905	0.0009262036182917655	0.01144824642688036	0.01672942377626896	0.07593579590320587	0.0441611111164093
G900142545	7	7.0	0.26213502883911133	0.02469555288553238	0.1665179431438446	0.16091200709342957	0.010685608722269535	0.08185897767543793	0.04685789346694946	0.24633698165416718	0.26213502883911133
G000264605	6	6.0	0.29729682207107544	0.10552877187728882	0.1712481677532196	0.19735416769981384	0.009342707693576813	0.048401571810245514	0.100185327231884	0.29729682207107544	0.07064247876405716
G000242635	3	4.0	0.3563631772994995	0.03482947498559952	0.03416398912668228	0.16189484298229218	0.27531948685646057	0.3563631772994995	0.0660477727651596	0.026201948523521423	0.045179374516010284
G001603905	7	6.0	0.31805866956710815	0.019956329837441444	0.1651889979839325	0.09573987871408463	0.007143239490687847	0.06678435206413269	0.05040412023663521	0.31805866956710815	0.27672433853149414
G000390185	2	2.0	0.5758174061775208	0.018562668934464455	0.0540667399764061	0.5758174061775208	0.030286328867077827	0.15868008136749268	0.025346487760543823	0.10322302579879761	0.03401723504066467
G001899175	5	1.0	0.32370856404304504	0.005400138907134533	0.32370856404304504	0.024536466225981712	0.0019437773153185844	0.07891451567411423	0.13027718663215637	0.3092929422855377	0.12592650949954987
G000988325	3	2.0	0.2653135657310486	0.05443141609430313	0.08557353168725967	0.2653135657310486	0.18800224363803864	0.23380963504314423	0.065729521214962	0.04999971389770508	0.05714033171534538
G900116615	2	2.0	0.6820684671401978	0.06842543929815292	0.025664128363132477	0.6820684671401978	0.027397319674491882	0.07253086566925049	0.03992874547839165	0.06093602627515793	0.023048952221870422
G001577025	5	4.0	0.2818948030471802	0.019229119643568993	0.09098662436008453	0.2621653378009796	0.05323871970176697	0.2818948030471802	0.14677201211452484	0.09579034149646759	0.04992302507162094
G900103515	3	4.0	0.42224907875061035	0.027239667251706123	0.05208134651184082	0.1748349815607071	0.19100293517112732	0.42224907875061035	0.04914574697613716	0.028147438541054726	0.05529874935746193
G000382665	6	2.0	0.3393307328224182	0.07433133572340012	0.10281310230493546	0.3393307328224182	0.023855848237872124	0.09272012114524841	0.1331212967634201	0.1616523712873459	0.07217530161142349
G001007065	0	0.0	0.9319069385528564	0.9319069385528564	0.009858131408691406	0.018159400671720505	0.0037720927502959967	0.006593114230781794	0.005635193549096584	0.011797288432717323	0.012277894653379917
G001007125	0	0.0	0.9313656091690063	0.9313656091690063	0.009914308786392212	0.018291331827640533	0.0037907748483121395	0.006645604036748409	0.005664250813424587	0.011905371211469173	0.01242258120328188
G000348925	2	2.0	0.5376598834991455	0.002123076468706131	0.0068437932059168816	0.5376598834991455	0.010763825848698616	0.4039469063282013	0.0015367118176072836	0.026895569637417793	0.010230174288153648
G001799925	7	6.0	0.47531479597091675	0.0021324248518794775	0.11488182842731476	0.0034659113734960556	0.0002510941994842142	0.00997755117714405	0.02924000471830368	0.47531479597091675	0.3647364675998688
G001714585	0	0.0	0.8838518857955933	0.8838518857955933	0.014569129794836044	0.027333974838256836	0.012986518442630768	0.016186347231268883	0.009203579276800156	0.015028844587504864	0.020839661359786987
G001536065	5	5.0	0.7764367461204529	0.022987306118011475	0.027389155700802803	0.016458604484796524	0.005821155849844217	0.012935766018927097	0.7764367461204529	0.021350687369704247	0.11662064492702484
G001536125	5	5.0	0.6122466325759888	0.05397825688123703	0.06626836210489273	0.04350447282195091	0.022073060274124146	0.030057860538363457	0.6122466325759888	0.03431960195302963	0.1375517100095749
G001804625	5	6.0	0.3966794013977051	0.01691787876188755	0.27318188548088074	0.01824886165559292	0.0015305259730666876	0.0448494553565979	0.1318223625421524	0.3966794013977051	0.11676960438489914
G001799795	7	7.0	0.5700020790100098	0.00190335838124156	0.1055266335606575	0.04956480860710144	0.0022494334261864424	0.04100657254457474	0.010155553929507732	0.21959151327610016	0.5700020790100098
G001803105	5	5.0	0.40540650486946106	0.07244376093149185	0.05848274007439613	0.09056198596954346	0.05915810912847519	0.134083554148674	0.40540650486946106	0.041695840656757355	0.13816747069358826
G001462235	7	7.0	0.2696341872215271	0.1007084995508194	0.12012912333011627	0.1445378214120865	0.06939148157835007	0.1673489362001419	0.039452649652957916	0.08879733085632324	0.2696341872215271
G001412655	3	4.0	0.3947954773902893	0.0285018440335989	0.03201240673661232	0.2851828634738922	0.17773854732513428	0.3947954773902893	0.025708060711622238	0.029796913266181946	0.026263978332281113
G001804395	1	1.0	0.5019941329956055	0.043562669306993484	0.5019941329956055	0.03601807728409767	0.01015943381935358	0.03513620048761368	0.0908239483833313	0.14516279101371765	0.13714267313480377
G000700845	0	0.0	0.9111688137054443	0.9111688137054443	0.011056862771511078	0.01805546134710312	0.005699656903743744	0.011962903663516045	0.00717892637476325	0.01800009235739708	0.01687735691666603
G001804055	1	1.0	0.25595563650131226	0.06914303451776505	0.25595563650131226	0.13881392776966095	0.021958475932478905	0.06231934577226639	0.12522409856319427	0.17572951316833496	0.15085598826408386
G001401475	0	0.0	0.8870023488998413	0.8870023488998413	0.014250249601900578	0.02662007138133049	0.012725812382996082	0.015705643221735954	0.008798375725746155	0.014543240889906883	0.02035432495176792
G000700905	0	0.0	0.9111995697021484	0.9111995697021484	0.011052197776734829	0.018043825402855873	0.005696695297956467	0.011969893239438534	0.007173977792263031	0.017987703904509544	0.016876190900802612
G000373245	2	2.0	0.533796489238739	0.04414207860827446	0.07237263768911362	0.533796489238739	0.052026890218257904	0.15423141419887543	0.027559814974665642	0.07807975262403488	0.0377909354865551
G000304635	1	1.0	0.5909762382507324	0.004795406013727188	0.5909762382507324	0.047542039304971695	0.0023321269545704126	0.029895011335611343	0.07129311561584473	0.23442642390727997	0.018739648163318634
G000980745	7	7.0	0.44244468212127686	0.13295570015907288	0.1910584270954132	0.05207444354891777	0.021862462162971497	0.023033462464809418	0.05462220683693886	0.08194860816001892	0.44244468212127686
G001806075	1	1.0	0.5874485969543457	0.0221329927444458	0.5874485969543457	0.04663240909576416	0.02891787514090538	0.04335344582796097	0.036357901990413666	0.052913833409547806	0.18224301934242249
G001626695	5	6.0	0.34477555751800537	0.023080023005604744	0.1800822615623474	0.03398560360074043	0.001856295159086585	0.06618165224790573	0.23912180960178375	0.34477555751800537	0.11091677844524384
G001800015	7	6.0	0.39786478877067566	0.006666761357337236	0.24131064116954803	0.041399307548999786	0.003169664880260825	0.022004462778568268	0.015699129551649094	0.39786478877067566	0.2718852758407593
G000383755	6	2.0	0.32986587285995483	0.06184706836938858	0.10488168150186539	0.32986587285995483	0.018519006669521332	0.09782077372074127	0.1244756281375885	0.19780395925045013	0.06478606164455414
G001975825	4	4.0	0.7594310641288757	0.007111168000847101	0.01264350488781929	0.13415060937404633	0.04562199115753174	0.7594310641288757	0.011033546179533005	0.017935074865818024	0.012073004618287086
G001899705	3	2.0	0.26642170548439026	0.05580621957778931	0.0826684832572937	0.26642170548439026	0.19313758611679077	0.23188941180706024	0.06358684599399567	0.048499226570129395	0.05799049139022827
G001918595	7	6.0	0.4132128357887268	0.0038227166514843702	0.23455402255058289	0.012872278690338135	0.0008371846633963287	0.023650074377655983	0.03633899986743927	0.4132128357887268	0.2747119069099426
G001736045	0	0.0	0.885256826877594	0.885256826877594	0.014425420202314854	0.027026012539863586	0.01271133590489626	0.016046268865466118	0.009055915288627148	0.014911185018718243	0.020567037165164948
G000405805	5	5.0	0.33556756377220154	0.0616191104054451	0.05595586448907852	0.06909655034542084	0.10153907537460327	0.10601688921451569	0.33556756377220154	0.029099104925990105	0.2411057949066162
G000302595	3	3.0	0.4102857708930969	0.047040268778800964	0.036626484245061874	0.20018833875656128	0.4102857708930969	0.18434393405914307	0.04578863084316254	0.019496645778417587	0.05622980743646622
G900156765	4	4.0	0.8432946801185608	0.0014970923075452447	0.003422214649617672	0.08061802387237549	0.05938766524195671	0.8432946801185608	0.0018147239461541176	0.004132886882871389	0.0058326562866568565
G000270425	0	0.0	0.8853697180747986	0.8853697180747986	0.014382801949977875	0.027070069685578346	0.012721947394311428	0.016055308282375336	0.009049500338733196	0.014913283288478851	0.020437292754650116
G000687415	0	0.0	0.8862476348876953	0.8862476348876953	0.014314170926809311	0.02671222575008869	0.012641665525734425	0.015950476750731468	0.008950564078986645	0.014781965874135494	0.020401321351528168
G000511175	4	4.0	0.6084997057914734	0.01099380198866129	0.01592094823718071	0.20949339866638184	0.08546970784664154	0.6084997057914734	0.024337420240044594	0.023518508300185204	0.02176647260785103
G000516655	0	0.0	0.9319795370101929	0.9319795370101929	0.009835551492869854	0.018313376232981682	0.0038196046371012926	0.006507120560854673	0.005619638133794069	0.011607550084590912	0.01231752336025238
G001736055	0	0.0	0.8849625587463379	0.8849625587463379	0.014387781731784344	0.02706129290163517	0.012886421754956245	0.016080928966403008	0.00909804180264473	0.014885731041431427	0.020637180656194687
G001466415	0	0.0	0.9611433148384094	0.9611433148384094	0.005342574790120125	0.007614366710186005	0.002124339109286666	0.004440478514879942	0.0024789932649582624	0.007809162605553865	0.009046761319041252
G001919105	5	6.0	0.41025510430336	0.0064653269946575165	0.2545136511325836	0.018891489133238792	0.001176362857222557	0.03146151080727577	0.06554308533668518	0.41025510430336	0.21169348061084747
G001683795	6	6.0	0.7670984864234924	0.002547735348343849	0.06742742657661438	0.02676755003631115	0.0016268747858703136	0.062202151864767075	0.02333247661590576	0.7670984864234924	0.04899727925658226
G000508025	0	0.0	0.9606052041053772	0.9606052041053772	0.005482694134116173	0.007727020885795355	0.0021109427325427532	0.004447208251804113	0.002499254886060953	0.007951149716973305	0.009176641702651978
G001626685	5	6.0	0.3400990068912506	0.025301773101091385	0.17938873171806335	0.03792870417237282	0.0021067543420940638	0.06981635838747025	0.23727068305015564	0.3400990068912506	0.10808804631233215
G000007605	0	0.0	0.9000716209411621	0.9000716209411621	0.013763165101408958	0.01990627311170101	0.010998441837728024	0.013359813019633293	0.007908719591796398	0.014357544481754303	0.019634371623396873
G000812565	2	2.0	0.4503035247325897	0.11269081383943558	0.03299415484070778	0.4503035247325897	0.07706646621227264	0.14561302959918976	0.09344062954187393	0.030409041792154312	0.057482317090034485
G002011615	7	7.0	0.5903774499893188	0.09393653273582458	0.08728697150945663	0.03922129422426224	0.011429395526647568	0.03704874590039253	0.09940671920776367	0.041292913258075714	0.5903774499893188
G900094705	4	4.0	0.7298526167869568	0.0021547512151300907	0.010550713166594505	0.17691129446029663	0.041928213089704514	0.7298526167869568	0.004009517375379801	0.020317306742072105	0.014275583438575268
G001873945	1	4.0	0.25476282835006714	0.0648881196975708	0.2064010053873062	0.1592089980840683	0.06494256854057312	0.25476282835006714	0.07061176747083664	0.09798581898212433	0.0811990424990654
G001804045	1	1.0	0.5129093527793884	0.05894838273525238	0.5129093527793884	0.029835691675543785	0.023563100025057793	0.046230465173721313	0.03382531926035881	0.06802110373973846	0.2266666442155838
G001804105	1	1.0	0.29844364523887634	0.04518499970436096	0.29844364523887634	0.078090138733387	0.00722256675362587	0.033861469477415085	0.13081587851047516	0.2642342746257782	0.1421470195055008
G001567185	2	4.0	0.4937976598739624	0.004983735270798206	0.022419730201363564	0.30316227674484253	0.10111640393733978	0.4937976598739624	0.019907839596271515	0.02929629012942314	0.02531612105667591
G000817245	6	0.0	0.5836024880409241	0.5836024880409241	0.05072648823261261	0.15361393988132477	0.01668841578066349	0.04026256501674652	0.024767933413386345	0.07709497213363647	0.05324310064315796
G001804065	1	1.0	0.6178215146064758	0.056195203214883804	0.6178215146064758	0.012750345282256603	0.015666404739022255	0.026048049330711365	0.02712620608508587	0.04929567500948906	0.19509656727313995
G001804125	1	1.0	0.34801048040390015	0.029383651912212372	0.34801048040390015	0.05086183547973633	0.004576574079692364	0.026397060602903366	0.052373193204402924	0.2525857090950012	0.2358115017414093
G001825635	1	1.0	0.1940876543521881	0.08168487995862961	0.1940876543521881	0.12445900589227676	0.10184388607740402	0.1891142725944519	0.09412159770727158	0.07316618412733078	0.14152245223522186
G002011635	7	7.0	0.6948338150978088	0.11916665732860565	0.04911036044359207	0.027814995497465134	0.010892903432250023	0.02025865763425827	0.05678834393620491	0.02113426849246025	0.6948338150978088
G001683905	2	2.0	0.34786710143089294	0.03405183553695679	0.06406714022159576	0.34786710143089294	0.14058445394039154	0.29760313034057617	0.030451323837041855	0.03926446661353111	0.0461106151342392
G000508005	0	0.0	0.9603662490844727	0.9603662490844727	0.00550719304010272	0.007780327461659908	0.0021117408759891987	0.004470274318009615	0.0025128645356744528	0.007945328019559383	0.009306004270911217
G000747525	3	2.0	0.2564392685890198	0.08212555944919586	0.06016794592142105	0.2564392685890198	0.22430461645126343	0.19451677799224854	0.08031442761421204	0.036499325186014175	0.06563208997249603
G000437075	6	6.0	0.8673732876777649	0.0010054458398371935	0.017083559185266495	0.011902522295713425	0.0005777603946626186	0.04172196611762047	0.01071913167834282	0.8673732876777649	0.049616407603025436
G000155695	6	6.0	0.5354601740837097	0.03673245757818222	0.18587008118629456	0.08397306501865387	0.00387094565667212	0.023946266621351242	0.048720840364694595	0.5354601740837097	0.08142609149217606
G001828265	1	1.0	0.4499461054801941	0.0024929894134402275	0.4499461054801941	0.047624800354242325	0.0011644837213680148	0.03215423598885536	0.03371019288897514	0.3501461148262024	0.08276109397411346
G001423945	3	3.0	0.3495624363422394	0.023184649646282196	0.04909757524728775	0.15541605651378632	0.3495624363422394	0.28262194991111755	0.054181575775146484	0.0256279855966568	0.060307715088129044
G900100945	3	4.0	0.5119646787643433	0.0035584571305662394	0.028979875147342682	0.12306707352399826	0.28591829538345337	0.5119646787643433	0.012287646532058716	0.011521322652697563	0.022702667862176895
G001771055	5	4.0	0.43624767661094666	0.01065831258893013	0.06124455854296684	0.1933593899011612	0.03175952658057213	0.43624767661094666	0.14505082368850708	0.055772218853235245	0.06590747833251953
G000270405	0	0.0	0.8853818774223328	0.8853818774223328	0.01438569650053978	0.027065236121416092	0.012719321064651012	0.016068005934357643	0.00904037430882454	0.014899294823408127	0.020440343767404556
G900100435	3	4.0	0.3249433636665344	0.02982693538069725	0.03469342365860939	0.23020461201667786	0.3007028102874756	0.3249433636665344	0.027416059747338295	0.022205907851457596	0.0300068948417902
G000191925	0	0.0	0.8848482370376587	0.8848482370376587	0.014417057856917381	0.027170641347765923	0.012891959398984909	0.016085078939795494	0.009102827869355679	0.01487432885915041	0.020609963685274124
G001302725	5	6.0	0.3274381756782532	0.06951659917831421	0.20522771775722504	0.08185150474309921	0.0026529966853559017	0.04642900824546814	0.14642606675624847	0.3274381756782532	0.12045785784721375
G000715495	2	2.0	0.840747594833374	0.0005026459693908691	0.011021505109965801	0.840747594833374	0.0024841916747391224	0.05841463804244995	0.002238477813079953	0.05779312923550606	0.0267978236079216
G001652725	3	3.0	0.36173051595687866	0.05516539514064789	0.042110808193683624	0.14046001434326172	0.36173051595687866	0.13861186802387238	0.12812547385692596	0.02162625826895237	0.1121697723865509
G000279145	5	7.0	0.2752070128917694	0.025842217728495598	0.2697627544403076	0.040161989629268646	0.022434070706367493	0.0481426864862442	0.26362019777297974	0.05482911318540573	0.2752070128917694
G001078055	2	2.0	0.72150719165802	0.006269434466958046	0.025161445140838623	0.72150719165802	0.013740922324359417	0.14490953087806702	0.004585368558764458	0.058523163199424744	0.02530294843018055
G900102545	4	4.0	0.8267619609832764	0.006145138759166002	0.013894518837332726	0.08188294619321823	0.03252643719315529	0.8267619609832764	0.008463461883366108	0.017889607697725296	0.012435910291969776
G000423565	2	2.0	0.8017131686210632	0.02148839272558689	0.032102350145578384	0.8017131686210632	0.03277016803622246	0.05368029326200485	0.012246787548065186	0.02830514870584011	0.0176936537027359
G000020145	7	7.0	0.5411613583564758	0.02110578864812851	0.1512959897518158	0.044403038918972015	0.11038796603679657	0.08535971492528915	0.025443488731980324	0.020842667669057846	0.5411613583564758
G000402275	6	7.0	0.2811241149902344	0.053916096687316895	0.12904885411262512	0.08701600134372711	0.06798240542411804	0.1367453783750534	0.1471080332994461	0.09705913066864014	0.2811241149902344
G900102835	3	2.0	0.3718796372413635	0.07965203374624252	0.07846298068761826	0.3718796372413635	0.11827163398265839	0.15948429703712463	0.07213196903467178	0.06742040067911148	0.0526970736682415
G000814475	4	4.0	0.748189389705658	0.0047660875134170055	0.02522813342511654	0.10251832008361816	0.021323878318071365	0.748189389705658	0.024373577907681465	0.04941701889038086	0.024183550849556923
G001871815	1	1.0	0.37562501430511475	0.12894673645496368	0.37562501430511475	0.05506516993045807	0.06245572865009308	0.096440888941288	0.030452007427811623	0.046759821474552155	0.20425476133823395
G000493885	0	0.0	0.8973265886306763	0.8973265886306763	0.014889571815729141	0.017317786812782288	0.0052728718146681786	0.013417097739875317	0.006629633251577616	0.02493526227772236	0.02021125890314579
G001806055	1	1.0	0.4295150339603424	0.07352284342050552	0.4295150339603424	0.08199828863143921	0.05455361679196358	0.09748157858848572	0.02734912373125553	0.06904646754264832	0.16653302311897278
G000980765	7	7.0	0.528714656829834	0.032594889402389526	0.019398773089051247	0.026714473962783813	0.0343029722571373	0.016158053651452065	0.33078545331954956	0.011330748908221722	0.528714656829834
G900115665	2	2.0	0.3136079013347626	0.024997960776090622	0.052696067839860916	0.3136079013347626	0.08911427855491638	0.3061041831970215	0.09580564498901367	0.03762715309858322	0.08004681766033173
G900112005	2	2.0	0.6603493690490723	0.11014433950185776	0.023719655349850655	0.6603493690490723	0.02936241216957569	0.06082861125469208	0.0378764383494854	0.055599041283130646	0.02212006226181984
G000373265	2	2.0	0.6647194027900696	0.006533395498991013	0.016346165910363197	0.6647194027900696	0.012478036805987358	0.16962437331676483	0.007662528660148382	0.09727469086647034	0.02536141872406006
G000756735	0	0.0	0.3275395929813385	0.3275395929813385	0.05488625541329384	0.10466715693473816	0.11407878249883652	0.06860172003507614	0.13395574688911438	0.02664743922650814	0.16962334513664246
G000700865	0	0.0	0.9111688137054443	0.9111688137054443	0.011056862771511078	0.01805546134710312	0.005699656903743744	0.011962903663516045	0.00717892637476325	0.01800009235739708	0.01687735691666603
G000700925	0	0.0	0.9111652374267578	0.9111652374267578	0.011057437397539616	0.01805591769516468	0.005699961446225643	0.011963400058448315	0.007179408799856901	0.0180008914321661	0.016877735033631325
G001401455	0	0.0	0.8873013257980347	0.8873013257980347	0.014222030527889729	0.02633672207593918	0.01260337419807911	0.01576121337711811	0.008908121846616268	0.014627637341618538	0.02023956924676895
G000296815	2	2.0	0.6294808387756348	0.001988820731639862	0.041924186050891876	0.6294808387756348	0.018293851986527443	0.23956298828125	0.013869080692529678	0.03746582567691803	0.017414355650544167
G000338295	1	1.0	0.608112633228302	0.004610623698681593	0.608112633228302	0.04382885619997978	0.0021737325005233288	0.02766411192715168	0.06801513582468033	0.22617623209953308	0.01941869966685772
G000024005	4	4.0	0.8027878403663635	0.005891683977097273	0.017437756061553955	0.08916045725345612	0.04002930596470833	0.8027878403663635	0.01106790266931057	0.019359616562724113	0.014265444129705429
G001825665	1	1.0	0.227669820189476	0.02968800626695156	0.227669820189476	0.08913606405258179	0.08827830851078033	0.20557942986488342	0.13355819880962372	0.07249072194099426	0.15359947085380554
G000024145	0	0.0	0.9317024350166321	0.9317024350166321	0.009848907589912415	0.018416570499539375	0.0038083454128354788	0.0065635438077151775	0.005644915625452995	0.011704280972480774	0.012310970574617386
G000298495	0	0.0	0.8816161751747131	0.8816161751747131	0.014860703609883785	0.02749277465045452	0.014105716720223427	0.016603367403149605	0.009309821762144566	0.014913716353476048	0.02109764888882637
G001626845	5	2.0	0.26869091391563416	0.01959317922592163	0.0950254276394844	0.26869091391563416	0.05286118760704994	0.2640143930912018	0.1486855447292328	0.09915538877248764	0.05197397619485855
G900141815	6	6.0	0.39269959926605225	0.0552142895758152	0.05544035881757736	0.3012485206127167	0.008007158525288105	0.11541447788476944	0.03453120216727257	0.39269959926605225	0.03744441270828247
G000473765	2	2.0	0.6182581186294556	0.027920924127101898	0.04863566532731056	0.6182581186294556	0.017681939527392387	0.07480206340551376	0.06914707273244858	0.10963653028011322	0.0339176245033741
G000724545	4	2.0	0.3278043270111084	0.17797231674194336	0.039674751460552216	0.3278043270111084	0.16949759423732758	0.1495354175567627	0.04417560249567032	0.04080861434340477	0.05053144693374634
G000832545	3	4.0	0.5328522324562073	0.014276046305894852	0.027947749942541122	0.14792804419994354	0.19734466075897217	0.5328522324562073	0.031379975378513336	0.01553476694971323	0.03273652493953705
G000416985	3	2.0	0.29425084590911865	0.12892654538154602	0.08224141597747803	0.29425084590911865	0.1427944004535675	0.2076226770877838	0.04094872623682022	0.050409432500600815	0.05280604213476181
G000383735	6	6.0	0.295007586479187	0.11929266899824142	0.17829284071922302	0.1830786168575287	0.00913237500935793	0.04507569968700409	0.09984057396650314	0.295007586479187	0.07027963548898697
G001805775	1	1.0	0.6008967161178589	0.033187516033649445	0.6008967161178589	0.042565636336803436	0.027127869427204132	0.06502049416303635	0.024772971868515015	0.06423996388912201	0.1421888768672943
G000258495	3	3.0	0.3269237279891968	0.022014223039150238	0.03359748423099518	0.19277867674827576	0.3269237279891968	0.30532318353652954	0.0587257482111454	0.023230265825986862	0.03740663081407547
G001442845	5	5.0	0.6676640510559082	0.03688861429691315	0.04334084689617157	0.031664859503507614	0.014866925776004791	0.024363510310649872	0.6676640510559082	0.025980668142437935	0.1552305519580841
G001914855	6	6.0	0.4766595661640167	0.016666864976286888	0.24237516522407532	0.04144888371229172	0.00488023366779089	0.03622782230377197	0.06149390712380409	0.4766595661640167	0.12024752795696259
G900142205	2	2.0	0.6266639828681946	0.1168685033917427	0.034745119512081146	0.6266639828681946	0.030873263254761696	0.08687566220760345	0.022939911112189293	0.06627576053142548	0.01475781574845314
G001805895	1	1.0	0.475338339805603	0.014090092852711678	0.475338339805603	0.05175749957561493	0.01475125178694725	0.07305293530225754	0.026781683787703514	0.16402581334114075	0.18020227551460266
G000284115	1	1.0	0.5183725953102112	0.0007168663432821631	0.5183725953102112	0.006996190641075373	0.0002880413085222244	0.01730617880821228	0.013267039321362972	0.26080796122550964	0.18224522471427917
G000270445	0	0.0	0.8853983879089355	0.8853983879089355	0.014357236213982105	0.027084756642580032	0.012735670432448387	0.01606121100485325	0.009041577577590942	0.014888300560414791	0.020432889461517334
G001442855	5	5.0	0.6342666149139404	0.0371784046292305	0.06941471248865128	0.03561044856905937	0.011292926967144012	0.019075144082307816	0.6342666149139404	0.03580121695995331	0.1573604941368103
G001318295	6	0.0	0.39946433901786804	0.39946433901786804	0.047141268849372864	0.2252955287694931	0.011249789968132973	0.0706944465637207	0.01894703507423401	0.18559199571609497	0.041615597903728485
G001802045	7	6.0	0.4473377466201782	0.0013913506409153342	0.180853933095932	0.01859385520219803	0.000656179734505713	0.04007900133728981	0.027552921324968338	0.4473377466201782	0.28353503346443176
G001421515	3	3.0	0.4196459949016571	0.010737072676420212	0.023461798205971718	0.12167640030384064	0.4196459949016571	0.35424095392227173	0.02664756029844284	0.012547103688120842	0.031042996793985367
G001805765	1	1.0	0.4783353805541992	0.04134443402290344	0.4783353805541992	0.10320233553647995	0.07500441372394562	0.08621416240930557	0.034810956567525864	0.04756106436252594	0.1335272192955017
G001975465	4	4.0	0.5354999899864197	0.024734502658247948	0.06311171501874924	0.11427813023328781	0.011448536068201065	0.5354999899864197	0.05766800045967102	0.11867547035217285	0.07458371669054031
G001006065	3	3.0	0.2582944631576538	0.07423065602779388	0.056389447301626205	0.18901427090168	0.2582944631576538	0.21960188448429108	0.09700626879930496	0.030997097492218018	0.07446589320898056
G001724695	4	4.0	0.7165737152099609	0.0038100292440503836	0.033542536199092865	0.11948016285896301	0.02597019635140896	0.7165737152099609	0.01998051442205906	0.05291958525776863	0.02772330492734909
G000980735	7	7.0	0.45283788442611694	0.11494231969118118	0.19967615604400635	0.047825004905462265	0.02015569806098938	0.022271819412708282	0.05230947583913803	0.08998163044452667	0.45283788442611694
G000494005	7	5.0	0.33272457122802734	0.07615877687931061	0.0414309948682785	0.12113671004772186	0.057706963270902634	0.10979743301868439	0.33272457122802734	0.037842757999897	0.22320185601711273
G001596135	3	4.0	0.5123735070228577	0.006265387870371342	0.026998911052942276	0.13840897381305695	0.2661743760108948	0.5123735070228577	0.012937363237142563	0.014579067938029766	0.022262459620833397
G002011675	7	7.0	0.6233288049697876	0.08304265141487122	0.0509914830327034	0.030759425833821297	0.009980201721191406	0.022473644465208054	0.15231944620609283	0.027104439213871956	0.6233288049697876
G000482465	2	2.0	0.7709494233131409	0.011544227600097656	0.036769572645425797	0.7709494233131409	0.03561181575059891	0.07282394170761108	0.01445874385535717	0.03626276180148125	0.021579455584287643
